Year,S&P 500,T-Bill,T-Bond,Baa Bond,Real Estate,Gold
1989,0.31475183638196724,0.08111560000000001,0.17693647159446219,0.1594897490135725,0.0439280012008898,-0.028397318708104802
1990,-0.03064451612903212,0.0749648,0.06235375333553336,0.06280716561947859,-0.006875996758085368,-0.031108881083793394
1991,0.3023484313487976,0.053756000000000005,0.15004510019517303,0.1892804287395004,-0.0016979939977885827,-0.08557742102537547
1992,0.07493727972380064,0.03431314741035857,0.09361637316207942,0.11305244549445928,0.008174782115686341,-0.057341073198357684
1993,0.0996705147919488,0.029971199999999996,0.14210957589263107,0.15472450683005834,0.021565986163242234,0.17677981375788532
1994,0.013259206774573897,0.04252248995983936,-0.08036655550998592,-0.009682695378854356,0.025156185989348767,-0.02169751116783658
1995,0.3719519890260631,0.054896,0.23480780112538907,0.21287256523842943,0.017920251757683303,0.009784735812133016
1996,0.2268096601886579,0.05005396825396826,0.01428607793401844,0.034156893562299034,0.024254097556188015,-0.04586563307493541
1997,0.33103653103653097,0.0506208,0.09939130272977531,0.12754162725001839,0.040220867419660244,-0.21408259986459044
1998,0.28337953278443584,0.047759600000000006,0.14921431922606215,0.07627475629281724,0.06442364157656577,-0.008270158511371362
1999,0.20885350992084475,0.04638406374501992,-0.08254214796268576,0.009068545037623749,0.0768049155145929,0.00851285615010422
2000,-0.09031818955249278,0.05819800796812749,0.16655267125397488,0.09387814651809458,0.09291555323381084,-0.05443583118001727
2001,-0.11849759142000185,0.03399354838709678,0.055721811892492555,0.08538748918301924,0.06677942109181823,0.007469484423392236
2002,-0.219660479579127,0.0160532,0.15116400378109285,0.12143658327667134,0.09560039980698987,0.2556962025316456
2003,0.2835580005001023,0.0100836,0.003753185881775853,0.12316378506833342,0.09811955863500876,0.1988767281105992
2004,0.10742775944096193,0.0137464,0.04490683702274547,0.10345924468934715,0.1363847966367535,0.046486486486486456
2005,0.048344775232688535,0.0314916,0.028675329597779506,0.05298384883518509,0.13510430453141753,0.1776859504132231
2006,0.15612557979315703,0.0473,0.019610012417568386,0.051964610076620635,0.017334140261067166,0.23196881091617927
2007,0.054847352464217694,0.04361952191235059,0.10209921930012807,0.048445754357525184,-0.05398162954554142,0.3192246835443038
2008,-0.3655234411179819,0.013713147410358567,0.20101279926977011,-0.03540309867144642,-0.11995638578961343,0.04317841079460272
2009,0.2593523387766398,0.0015052,-0.11116695313259162,0.20209649577883115,-0.03855255826149662,0.25035929864903705
2010,0.14821092278719414,0.001384462151394422,0.08462933880355772,0.09410497108513265,-0.041128020509463736,0.2924137931034483
2011,0.0209837473362805,0.0005283999999999999,0.16035334999461354,0.12262911319384322,-0.0388531770862961,0.1202419067947349
2012,0.15890585241730293,0.0008759999999999999,0.02971571978018946,0.09327063345479117,0.06437174479166652,0.056843442362654706
2013,0.32145085858125483,0.0005708,-0.09104568794347262,-0.009827890981680139,0.1071321827495848,-0.27614182692307687
2014,0.13524421649462237,0.0003272,0.10746180452004755,0.10781775226724913,0.045071006140053216,0.001245330012453305
2015,0.013788916411676138,0.0005203187250996015,0.012842996709792224,-0.015008531794429472,0.052000168207568365,-0.12106135986733002
2016,0.11773080874798171,0.0031612000000000003,0.006905504698747792,0.115244739105062,0.053044535938829185,0.0810377358490566
2017,0.2160548143449928,0.0093412,0.028017162707789457,0.09233905057254754,0.062069563897053426,0.12662535997905566
2018,-0.04226869289088544,0.01936305220883534,-0.00016692385713402633,-0.03269419683836235,0.04519228805424502,-0.009295120061967421
2019,0.31211679996808755,0.0206248,0.09635630741548393,0.15247765775278477,0.03685827760218463,0.19077404222048466
2020,0.18023201827422478,0.003547410358565737,0.1133189764661412,0.10601187472880466,0.10432135991858571,0.2416940249507551
2021,0.2846885175196416,0.000450199203187251,-0.04416034448604475,0.009334445719875278,0.18874952003071788,-0.037544286394162185
2022,-0.18037505927178585,0.02024779116465863,-0.1782817153825067,-0.15144078553554258,0.05667711058712066,0.005494203615185933
2023,0.26060684985024096,0.05070361445783132,0.0388,0.08735672201365843,0.06292646973911675,0.13262116824217252
